,sentimen,tweet
731,negatif,wowo kesalahan arah ekonomi mengakibatkan terjadinya deindustrialisasi adalah cacat semua pihak meliputi presidenpresiden sebelum jokowi lah ekonomi indonesia kala bapak jokowi baikbaik aja tuh bahkan ngehoaks dengan menyalahkan presiden terdahulu salahkan sby
1049,positif,janji manis loteng pilpres pks larang bebas bergadai kendaraan prabowo sandi larang gaji kerja untuk awam miskin jokowi menang pengangguran digaji bagaimana kalau menjadwalkan atas menangkan keseluruhan
1227,positif,bapak prabowo sandi sangat tegas kepiawian segai presiden negri inibeliau meyakinkan bahwa akan memperhatikan pangan dan perekonomian rakyat serta membawa indonesia berdaulat di kancah international serta menggiring indonesia adil makmur
1667,netral,siapa paling diuntungkan dari kebijakan menurunkan tarif pph ya tidak mau bayar pajak ini data perusahaan prabowo subianto di paradise papers
1809,netral,tarif listrikharga bbmsembako turun negara adil makmur presiden
1178,positif,the great closing statement from the next indonesian leaders prabowo sandiuno kami berkomitmen berdua untuk tidak mengambil gaji serupiah pun jika kami mendapatkan amanah ini kami akan
596,negatif,berita membebankan sby kayak salah satu pembuat kekeliruan dalam perekonomian indonesia barangkali bijak barang tersebut tidak disebut prabowo ke muka awam suatu kekeliruan terlihat bebal
249,positif,anda sehatpangkalan itu harga udah atas tentukan masanda fkir saya bodohjustru semenjak jokowi subsidi gas atas kurangi di alih kan ke bantuan pkh tadijadi cuma i bolak balik ajagk perlu bendahidup pinter klw cuma mbolak balik subsidi
374,negatif,yaa karena memang di mata prabowo sbyudhoyono belum dianggap berharga ayoo bapak tempeleng balik donkk
942,netral,menang total debat dengan lugas jokowi sampaikan visi misinya dalam debat terakhir jokowi tegaskan akan mengembalikan watak asli kami di indonesia tidak bertumpu pada ekonomi saja namun juga pada pemerataan pembangunan
468,negatif,pokonya ekonomi meroket lah hidup mobile legend
1096,netral,kala apa prabowo dan bang sandi berkampanye banyak awam antusias memberikan sumbangan berupa uang dan lainlainmakanya bakti baik para masyarakat tersebut dibalas ole apa prabowo dan bang sandi dengan belum menerima gaji dan disumbangkan kepada masayarakat
1606,positif,kalimat penutup luarbiasa jika kelak prabowo sandi menang terpilih menjadi presiden dan wakil presiden akibatnya belum akan ambil gaji maa syaa allah camuk prabowo sandi
427,netral,sedangkan prabowo lebih fokus pada swasembada pangan harga sembako murah menciptakan lapangan kerja target market disasar cenderung kaum emakemak dan mereka sulit mendapat kerja keyword kekayaan negara kebocoran negara
1642,netral,ketka sandiuno dibilang jokowi belum mengerti ekonomi makro
1325,positif,jokowi prabowo paksiapapun jadi presidengaji nya ambil saja wong itu hak njenengan penting kerja njenengan pas jadi presiden itu
425,negatif,nonton debat tidak smalm bapak prabowo dengan tegas mengatakan trpuruknya ekonomi indonesia itu bukan salah presiden sblmy
413,positif,apalagi untuk ikut bapak prabowo dan bang sandiuno tidak mengambil gajinya keji dan brutal
1580,positif,siapapun presidennya nanti menurutku jokowi tetap berjasa sama indonesia tahun ini jokowi tidak tidur ko kalian cukup hargai beliau walaupun kalian tidak mendukung beliau untuk jadi pemimpin
1230,negatif,mau gaji tidak dibayar seperti di kiani kertas apakah harus pilih prabowo sandi juga
1806,netral,bbm elektrik dan harga kebutuhan flora terjangkau presiden
1221,netral,jika terpilih prabowo sandi tak akan ambil gaji
388,positif,moga apa dicontohkan oleh ustadz abdul shomad bermohon dk diundang ke istana tidak diberi benteng apapun jk prabowosandi mjd daftarpresidenamerikaserikat prabowosandi tidak akan beroleh gaji nya akan banyak muncul bendahidup ikhlas beradu untuk indonesia adil dan makmur
830,negatif,abang bowo menyebut kesalahan arah ekonomi indonesia tidak semata cacat jokowi baru juga presidenpresiden sebelumnya salahkan sby
562,negatif,terus pencabutan subsidi tu kmana larinya pembangunan infrastruktur kan hasil ngutangekonomi ktanya meroket nyatanya macetyg jelas dipake korupsi partai pendukung khususnya pdipsalut buat loe tidak perlu subsiditapi apakah rakyat indonesia setara sama loe ekonominya
1088,negatif,narasi nya ngaco referensi hanya dari atta halilintar dan jess no limit sama seperti himbauan kumpulin kalajengking karena harga perliter mencapai milyaran itu pikiran anak sekolah kalo anak kita diarahkan untuk menjadi atta atau jess lalu siapa tanam padi
1443,netral,gaji tidak di ambil meskipun di ambil penukar keadaan dan awam
1157,netral,mengeluhkan kebentok kebimbangan ekonomi deindustrialisasi salahkan sby jokowi yudisaputra
1527,positif,masyaa allah baru kali ini seumur saya ada kandidat capres cawapres berjanji di depan rakyat indonesia tidak akan mengambil gajinya dan diserahkan kepada negara subhanallah bergetar hati saya sebagai rakyat indonesia prabowo presiden republik indonesia
871,positif,semoga gaji guru madrasah bisa tersejahtrakansemoga prabowosandi jadi presiden dan wakil presiden republik indonesia iniaammiin
1288,netral,saya pikir persoalan di indonesia tidak hanya perkara kesenjangan ekonomi dan infrastruktur persoalan lainnya lbh sederhana yaitu mengumpulkan semangat dari magnet alami kasur di hari minggu untuk segera mandi kemageran itu problem bangsa ini bapak jokowi
1789,netral,kuncinya ekonomi terutama untuk rakyat kecil presiden
1473,negatif,pilih pemimpin meladeni bukan seperti jokowi ngemis gaji pilih
443,negatif,masalahnya dulu kamu janji pertumbuhan ekonomi meroket katamu janji stop import janji stop utang janji ini itu kalo tidak mampu ya lambaikan tangan biar prabowo sandiuno saja jangan kebanyakan ngeles
982,negatif,udah ekonomi tidak tumbuh pemerataan semakin jauh eeeee ketimpangan semakin tinggi piye iki boss bacot doang
558,negatif,bagi jokowi rakyat indonesia sudah makmur ekonomi naik itu suatu prestasi luar biasa alias meroket tapi buat saya bingung kenapa mesti keluar kartu lagi
68,netral,berita terbaru prabowo saya tak ingin naikkan pajak persen dalam setahun telah ada di
686,netral,berkembang dan merevitalisasi pasar rakyat memelihara stabilitas harga dan ketersediaan stok bahan flora serta menyatu pengeluaran dalam beradab serta meningkatkan ekspor adalah tiga mandat dari daftarpresidenamerikaserikat jokowi kyai maruf
1558,netral,debat presiden terakhir saat closing statement bapak prabowo bapak sandiaga uno beliau mengatakan jika saya dan pakai prabowo terpilih saya dn pakai prabowo tidak akan mengambil gaji sepeserpun dari gaji saya terima masya allah pemimpin tidak mementingkan kpntingan pribadi
751,negatif,prabowo dinilai belum mengerti bersejarah ekonomi bangsa
1467,positif,bercetak sdg dibahas saat pakai jokowi menjelaskan kalau kemajuan ekonomi tidak berarti kalau ketimpangan belum diperhatikan
569,negatif,si jae dengan pdnya ngajarin prabowosandi tentang ekonomi makro bukan kelihatan pintar tapi kelihatan plongaplongonya si jaesi jae laut kok digarami tuman prabowo sandi
946,positif,kemajuan ekonomi harus diimbangi dengan pemerataan jokowi benar lagi
538,negatif,lah kalian awal bercakap nya kalau belum milih jokowi belum bleh naik jalantol pas lebaran kalian lupa lewat jalantol bayar kelembagaan jalantol dari bergadai awam hasil ngutang jga bayar awam emang jokowi doang bayar mikir lgi aku cma pengen memperjelas dorongan klian bukan melejang kalian
184,negatif,udah ambrol bermohon priode detik beranggarlidah belum fokus ekonomi bahkan bahas games mobile legend dll belum berfaedah yai bahkan bertanya harta banyak prabowo apa bidang dngan keadaan dan belum berfokus soal dalamnegeri harus lengser
842,negatif,seandainya prabowo jadi presiden amit dan janjijanjinya ternyata tidak terwujud dan ekonomi makan merosot pasti nyalahin pemerintah sebelumnya yaitu jo sby
1529,negatif,ngebanggain esport kalau rakyat miskin dan susah tidak ada gunanya sembako mahal tdl naik pengangguran tinggi dll fokus fundamental ekonomi lbih penting makin yakin tusuk prabowo sandi
1324,positif,seharusnya bapak prabowo tidak boleh ngomong seperti itu presiden dari jaman soekarno sampai bapak sby itu semua punya jasa besar bagi negara iniharus kita hargai jasa beliau
60,positif,from sandiuno repostmediaapp prabowosandi tidak ingin gagal fokus kita ingin pembangunan besarbesaran ini berdampak langsung pada ekonomi dan kesejahteraan
237,positif,ijin menyampaikan bang aspirasi teman maine atas desanya penghasilan utama berasal dari lada cabai semenjak rezim ini berkuasa harga lada jadi murah mereka berharap kala prabowo sandi berkuasa berupaya mengstabilkan harga
1424,positif,allah swt pernah begitu baik kepada prabowo sandi msyarakat indonesia pernah memberi angkasa seluas luasna kami brkomitmen brdua untuk kami tidak akan mengambil gaji serupiah bahkan jika kami mendptkan percaya ini kami akan mberikannya kepada negara kaum yatim kaum duafa prabowo sandi
1465,negatif,tidak terima gaji tapi ngeruk lain
351,netral,consol games tu hardware bung esport itu pemanfaatannya lah memang tidak ada dampak keekonomiannya secara masif lah terus kenapa bapak jokowi sepertinya bangga banget dengan esport ini neh dampaknya esports
341,negatif,ngakunya ya ngakunya prabowo kajian atas rakyat kecil ini baru imitatif sebenarnya karyawannya atas pt kiani kertas nusantara terkatungkatung tanpa gaji dan thr selesaikan dulu masalahmu bowok berasal menyelesaian masalah rakyat kecil
761,positif,berpadanan gus ngehack akun itu bukan cara dan gaya pendukung jokowi damai penuh gemar dan benci imitatif america harus hargai hormati uas walau beda pemilihan wahai kaum jahat bagaimana buruk anda untuk adu domba dngn hack akun tenar imitatif tidak akan berhasil
948,netral,saat ini cuma ketua negara tidak mau atas gaji yaitu ikanpaus fransiskus dari vatikan dan donald trump usa setelah apr ketiga prabowosandi satunya di asia
738,negatif,ya memang semenjak pemerintahan jokowi harga karet sebelumnya berada dikisaran ribukg kini jadi ribukg oleh sebab itu kebon karet ortu diubah jadi kebon kakao dan beberapa di buat kolam ikan dan tidak menyalahkan pemerintah
851,negatif,kamu dungu ambil sampel satu game saja paling populer di indonesia seperti coc tadi tidak ada pemain coc menghasilkan uang dari main game paling akunnya dijual beli anak smp make duit bapaknya udah pusing sama bayaran kredit pajak nguras gajinya kecil
789,positif,sudah betul bapak prabowo tidak beranganangan jawab betulbetul ada cawapres jawabkarena gangguan itu belum asas secara ekonomitapi berhubung si jae masih ngotot betulbetul bahwasanya sesi kedua atas jawab prabowo gangguan itu belum penting penting kesejahteraan rakyat termasuk bumi
368,positif,bentar dulu awalnya narasi kamu kan pembangunan terutama tol kok lari sekarang bahas ekonomi dan temennya ayo belajar konsisten tema kamu singgung wkwkwkwk coblos jokowi amin coblos baju putih
1187,positif,now its turn bro please say to them that prabowo sandi tidak akan ambil gaji sebagai seorang presiden dan wapres dan gajinya akan disumbangkan ke kaum dhuafakerennn kan bukti bahwa beliau akan wakafkan harta dan jiwanya untuk nkri
1574,positif,perasaan dari jaman londo petani itu ya mandiri dech cuma saat ini aku rasakan parit sawahku dirapiin irigasinya dan lumayan ada bantuan benih padi terus kalau traktor kok sampai jt kok mahal poll bisa belipun ya sayang kalau harga jtan aja udah bisa buat kerja
1204,positif,coba gini aja jumlah pemain ml di indonesia ada berapa berapa jumlah download ml di playstore bandingkan berapa orang berhasil ngasilin duit dari ml mau pro player ataupun youtuber jess no limit michael souw aku milih prabowo buat benerin ekonomi dan daya beli kerasa banget bro
1488,negatif,gaji tidak di ambil sudah kaya lah napa kemarin minta sumbangan untuk dana kampanye
1013,positif,saya dan saudara saya sebangsa dan setanah air juga bangga berbuah indonesia beradab indah asri banyak ragam budaya adat istiadat dikagumi dunia harta belum ternilai harganya walau dinilai dengan segunung emas sekalipun
766,negatif,maine secara personal belum menelan prabowo dan sandi tidak beranganangan ambil gaji prabowo beli tanah berhektarhektar sandi pembuat intinya beliau benarbenar manusia bukan malaikat sandiuno prabowo
1264,negatif,bapak prabowo itu namanya ekonomi digital tapi ada agak game berupaya disesuaikan agak dengan bapak
490,negatif,debat prabowo mau belajar ekonomi ke tiongkok lupa kalau kampret benci china
1764,negatif,horang kaya bisa saja tidak ambil gajinya bagaimana dengan kroni kroninya bisa menggerogoti ngeri
1533,negatif,jokowi tidak pernah bunuh orang tidak pernah nyulik tidak pernah ngemplang gaji karyawan tidak masuk panama pappers tidak pernah digampar ipar tidak pernah ditinggal bini tidak pernah disetir adiknya dia sendiri ngomong ya mau ditambah wkwkwk
77,netral,katanya jas itu harga mahal dan pakaian orang eropa dan amerika
1434,netral,jokowi memantabkan ekonomi prabowo salahkan masa lalu
566,negatif,baik kan tim nya bapak jokowidikasih duit katanyakarena kami paham betapa gembel nya hidupnya kampretmakanya rela harga alas ditukar kayak uang buat beli bensin mobil aja kagak banyak
1247,negatif,subsidi listrik dicabut agar asing bisa masuk industri pembangkit listrik pln diwajibkan membeli listrik dengan harga tidak ekonomis beban bagi pln dari rezim jokowi mandataris world bank anti ekonomi kerakyatan rakyat tanggung kenaikan listrik di era presiden boneka
1032,positif,esport lagi buming sudah begini hobi dan dipertandingkan dibanyak keadaan bahkan asian games dan asean games dan itu penyelidikan millenial banget lu bicara pemerataan kesejahteraan bakal bagian dari elite gaji karyawannya terkatung jokowi pernah mempraktekkan penyelidikan
1699,positif,allahu akbar masya allah ya rahman ya rahiim bapak prabowo dan bang sandiuno akan memberikan gajinya kepada rakyat indonesia apabila mereka terpilih menjadi presiden dan wakil presiden indonesia kalian masih tidak pilih kebangetan sandi menang debat
755,positif,sistem ekonomi terbaik adalah sistem ekonomi syariah
1787,negatif,cuma prabowo berupaya membuat mereka menguasai perekonomian indonesia lagi kayak kala orba dulu belum barangkali menjadwalkan dukung jokowi motifnya motif ekonomi biasa saja keseluruhan dukung prabowo punya dorongan ekonomi meliputi kamu
652,positif,dengan bangga bangkit bangun usaha ekonomi kerakyatan bisa kerja harga banyak dialog bahaduri usaha bersama bang indra uno mak swullll ketum penggerak pepes okoce di kampung islam kepaon bintik di pepesofficial prabowo sandiuno nurasiauno
1020,negatif,jika di intip di awal pemerintahan bapak sby tahun pertumbuhan perekonomian kita mengalami hal yangenggembirakan yaitu bangun nah jokowi janji nyatanya ini bisa atas simpulkan dia asal buat janji ketika tidak tercapai alasan ekonomi makro
401,negatif,sangat aneh dan membingungkan kalau ada let jen pecatan seumur cuma di militer tidak pernah jadi menteri pun tetapi berkali mengatakan dari dulu ekonomi salah arah pertanyaannya salah arah nya dimana dan solusinya apa betul ngawur
149,netral,menurut jokowi warga di papua juga berhak merasakan harga bbm sama seperti di pulau jawa amin hamterjamin maju
1397,netral,ketua tkn jokowi khmaruf amin erick thohir menyayangkan pernyataan calon oposisi om wowo menyalahkan para presiden sebelum jokowi soal perekonomian negara wah kacau salahkan sby bocahsosmed sukangetweet saaebunglon
611,negatif,beda dengan sebelah prabowo sandi tidak akan ambil gaji jika begini daftarpresidenamerikaserikat untuk fakir miskin baru
253,negatif,loe katrok loetekhnologi digital sekarang mampu meraih pendapatan ekonomi harus diperhatikanprabowo saja orang kunotaunya elus ekor kuda
538,negatif,lah kalian mulai kata nya kalau tidak milih jokowi tidak bleh naik tol pas lebaran kalian lupa lewat tol bayar pembangunan tol dari pajak rakyat hasil ngutang jga bayar rakyat emang jokowi doang bayar mikir lgi aku cma pengen memperjelas maksud klian bukan menyerang kalian
1021,netral,prabowo ekonomi republik indonesia salah arah karena salah presidenpresiden sebelum jokowi
927,negatif,bapak wowo sukanya asbun yaistilah jowowaton njeplak kalo ngomong ada paket kebijakan ekonomi di era bapak jokowi ini bapak wowo sering sekali ambil rujukan masa orde baru sih makanya presiden sby dll dianggap salah urus negara juaasal main serang ajahariadhi wangdendo
506,netral,ada berapa jumlh buku sale brap harganyafaldo maldiniprabowo aids
189,negatif,salah arahnya pembangunan ekonomi indonesia saat ini juga tak terlepas dari andil sebelum saya tidak menyalahkan bapak ini kesalahan besar kesalahan besar presidenpresiden sebelum bapak kita
1198,positif,aku pilpres nanti pilih bapak prabowo alasannya bapak prabowo piara kucing ndak peduli lah tentang pernyataan tentang ekonomi kesejahreraan unicorn apa lagi tentang isu agama bapak jokowi piara kucing ndak sih kalo iya aku tak nyoblos nya
1509,positif,gaji adalah hak bp ambil saja kenapa tidak mau diambil itu adalah hak bp prabowo dan apa sandiaga ambil aja ya pakami ikhlas sekali lagi karena gaji itu hak bapa
1475,positif,bapak jelas menangsayang desakan larang bapak amat besar shg berbagai macam cara dilakukan dengan orang bpksehingga saat ini anak bangsa berbelah dan saling benci dan luka ini sulit sembuhspt aremania vs bonekhargailah bendahidup maju untuk berbuah bakal cawapres
845,positif,sah satu suara april jokowiamin harga mati untuk nkri maju
1055,positif,bukti keikhlasan mengabdi demi rakyat bangsa dan negara rela mewakafkan jiwa raga harta pikiran tanpa pamrih jgnkan lainrela tidak menerima gaji sebagai presiden dan wapres masyaa allahinilah pemimpin ditunggu slm ini insyaa allah berkahaamiin prabowo sandiuno
420,negatif,udah manusia kuper macam lu belum ngerti mobile legend jangan sok ngomong gituan ntar tol langit lu beranggapan jalan yol atas atas langit akum sampah jangan ngomong amat nga paham atinya biasa main atas goa betulbetul di gaji buat jadi buzer bahwasanya mna ngerti bahasa lu
1455,positif,clossing statement prabowosandi subhanallah belum akan ambil gaji serupiahpun gaji akan diberikan kepada kaum dhuafa anakyatim piatu subhanallah melaksanakan pakta integritas hasil itjima ulama masya allah allahu akbar pilih
316,positif,bersedekah yuk dengan cara mencoblos prabowo dan sandiuno sama aja anda sudah beramal karena gaji mereka akan diberikan kepada anak yatim dan dhuafa bersedekah yuk uas
91,negatif,tidak perlu suudzon di samping umroh bapak jokowi juga membahas kerja sama di bidang ekonomi dengan pemerintahan arab saudi tidak usah nyinyir bro urus tuh junjunganmu lagi ziarah kubur moga aja tidak nyembah kuburan
623,netral,ini belum akan bisa dilakukan dengan jokowi maruf mereka belum selesai dengan bidang materi prabowosandi belum akan ambil gaji sepeser pun jika memilih
1647,positif,kapal oleng aku ingin begini aku ingin begitu ingin ini ingin itu banyak benar semua keseluruhan dapat dikabulkan ada dikabulkan dengan sumbangan ajaib maine beranganangan harga murah petani sejahtera hei oke oce jawabannya prabowo sandi campaign
1573,negatif,emas industri e sports itu pernah billion dollars ada dampaknya besar berbuat ekonomi kamu jalankeluar dong dari goa belum junjungan tidak anjuran katrok keseluruhan
385,netral,bertanya ekonomi prabowo america salah arus
97,negatif,prabowosandi sehati ekonomi indonesia cacat arah
1325,positif,jokowi prabowo paksiapapun begini presidengaji nya ambil saja wong itu empunya njenengan penting bekerja njenengan pas begini daftarpresidenamerikaserikat itu
78,netral,prabowo janjikan harga karet dan kelapa sawit buat senyum petani
1224,positif,rangkuman final pilpres semalam seru juga bapak jokowi kelihatan astenia bakda orasi sore bapak kyai baru afk bapak prabowo tidak ada perubahan meskipun bang sandi gile menggebugebu dengan ilmu ekonomi nya bagus fight from both sides
201,netral,om prabs kalo mau membangkitkan ekonomi balik dari berutang dunia lepas dari cengkraman elite dunia kuncinya satu jangan pakai penukar kertas balik pakai emas dan perak kayak alat bergilir sudah itu saja resiko melawan dunia america hadapi bersama kayak pertama bangsa
1395,positif,pernah terbukti atas wagub dki gaji tidak diambil emang debat jualan bakso anaknya diangkat bantuan games agak diangkat emang awam kenyang main games ayun benar belajar presiden
625,netral,tak dukung jokowi lagi dahlan iskan kini ada di kubu prabowo dulu dukung jokowi karena miliki harapan pertumbuhan ekonomi tapi tidak terlaksana juara
1512,positif,gaji prabowosandi bakal buat kaum yatim dhuafa suda mantups w tps di
985,negatif,yernyata cuma segini otak presiden republik indonesia pantesan kagak dihargai bahasnya mobil legend dasar goblock kamu dennysiregar
1401,positif,saya paham maksuf bapak prabowo dia tidak bermaksud untuk serang bapak sbyudhoyono dia hny menyampaikan bhw strategi ekonominya harus dirubah dari acang jauh kala sby pertumbuhan bagus itu lbh diaebabkan sby py kondisi jelas secara politik sehingga keepmimpinannya baru efektif dan stabil
214,netral,video dengan kaku pandang berbagai beranganangan jokowi alias prabowo sama saja video membahas secara real gangguan energi pergaulan lingkungan ekonomi politik dan budaya dari batubara
418,positif,nikmati saja prosesnya mahal murahitu wajar saat waktu tertentu inflasi terjaga tidak sekarang aja harga sembako naik dan turunudh dari dulu anda masih bisa bermain medsositu artinya anda bisa beli paket data to artinya mahal murah msh bisa kebeli
908,netral,debat terbuka sandi dinilai kuasai ekonomi jokowi paksa berbeka digital
1162,negatif,erang kebentok persoalan ekonomi dan deindustrialisasi salahkan sby jokowi wowo animo nyalahin orang
706,netral,bila menang pilpres prabowosandi janji tidak ambil gaji
721,negatif,cagar alam kamojang di turunkan statusnya demi ekonomi apakah presiden nanti membiarkan atau mempertahankan hmmm
887,netral,prabowo bumn benteng terakhir ekonomi indonesia
1608,negatif,omg sudahlah ya e sport sebagai ekonomi kreatif itu bisa buka peluang buat banyak orang sempit amat dah
776,negatif,paradoks saat tuduh prabowo pro radikal detik itu juga tuduh prabowo belum hargai ijtimak alim hadewww
1286,netral,orang nganggur khan dapat gaji dari jokowi siapa melamar jadi gamer
1499,positif,diharapkan karyawan meniru seperti prabowo dan sandi untuk tidak mengambil gaji sepeserpun
321,netral,bapak jokowi mohon bilang ke pangeran muhammad bin salman tolong segera direalisasikan beli man utd nya biar belum kesusahan bayar gaji sama beli pemainnya
1757,positif,bismillah dilihat dari hasil debat malam ini pasangan prabowo sandi sangat konsen dengan masyarakat diutamakan swasembada gizi harga bahan pokoklistrik bbm berjatuhan menciptakan jt lapangan bekerja insya allah mantap ambil berpadanan rt broo pilih
680,netral,prabowosandi tak akan ambil gaji sepeser pun jika terpilih bismillah ambil sandi okbanget
1500,negatif,sindiran prabowo kepada petahana tidak bisa memperbaiki ekonomi negeri ini
424,netral,di jaman sby harga pupuk murah di jaman bapak pupuk mahal dan langka bisa di jelas kan kenapa pakai
895,netral,ekonom csis awal b hirawan membatasi baka eksternal lebih mendatangkan mengapa pertumbuhan ekonomi dalam jangka kala tahun ke depan sulit untuk dicapai sandiaga uno menang genap debat
1555,negatif,baca lagi mas temanya kuasa game bagi ekonomi bukan disambungin ke pertanian beda objek itu bosque
917,netral,rt gesuri id era pemerintahan jokowi berbuat pemerataan ekonomi
487,negatif,kasihan ya hari gini baru bicara harga
1183,netral,kalo kata bapak wowo jokowi tidak salah kok salah tu sby soalnya buat arah ekonomi jadi ikut salah salahkan sby
784,negatif,kamu bulutangkis ambil jokowi sih mau kamu dibegoin lagi belum lihat apa harga pada naik iya harga pada bangun tapi gaji maine juga naik gaji kamu belum naik barangkali karna kerja kamu cuma ngabisin kopi atas pantry biro tidak heran
414,positif,lanjutkan periode pakor tidak suka dengan pmbngunan infrastruktur itu tidak paham tentang variabel pertumbuhan ekonomi
824,negatif,ucapan ataupun pernyataan bowo mengenai kesalahan orientasi ekonomi negeri ini kemudian ditujukan ke presiden sebelum jokowi sungguh membuat luka tersendiri untuk demokrat salahkan sby
1652,netral,ingin punya pemimpin tidak menerima gaji sepeserpun tusuk prabowo sandi
274,positif,alhamdulillah dalam berkembang ekonomi dan pemerataan adil jelas akan ada batu aral dan jelas akan ada pihak cita begini korban meskipun apa bapak kerjakan dan lakukan detik ini maine menelan dan benarbenar suatu detik anak dan cucu saya merasakannya
1153,positif,cadasss banget deh bang tidak ambil gaji dan fokus untuk mensejahterakan awam salut bang allah swt selalu merahmatimu bang dari remah asn
880,positif,maine berpadanan kayak bapak prabowo bahwa kerusakan ekonomi indonesia ini karena presiden sebelumnya termasuk sby agus yudhoyono
1494,netral,ardy merespon pernyataan dilontarkan capres saat berdebat soal kondisi ekonomi indonesia dinilainya slah bowo mengaku tidak menyalahkan jokowiini merupakan salah semua pihak termasuk kesalahan presiden sebelum jokowi salahkan sby
1504,negatif,kami butuhkan adalah harga sembako terjangkaubukam game mobile legend membuat anak kami malas beljar
1812,netral,mari bangkit bangsa dengan mendukung perekonomian negara bersama bapak jokowi ayo kerja
883,netral,prabowosandi ingin bumn jadi bantuan ekonomi awam
733,netral,debat final pilpres analis politik soal ekonomi jokowi kritik kebijakannya belaka
934,positif,komitmen inilah ditakuti si jae pilih prabowo sandi prabowosandi komitmen jika terpilih sebagai kepala negara tidak akan ambil gaji
116,positif,prabowo harga mati titik
1045,negatif,adegan iconik atas beranggarlidah ke prabowo ekonomi america terpuruk karena ada elite menguasai dan menikmati kekayaan bangsa ini kyai ma apa bapak termasuk itu prabowo ya saya itu oalahselama ini prabowo lagi ngomongin dirinya belaka toh hehehe salahkan sby
840,negatif,fakta pertumbuhan kecil bahwasanya sangat berefek atas ekonomi dalam beradab lah kemajuan ekonomi juga begini jargon kampanye anda halah halahhhh amat cepat ganti pemain deh
808,negatif,sekarng aja sudah sangat timpang tahun tidur kali ya rakyat terpecah belamau priode jaman sby rakyat ademekonomi berjalan dengan baik
1183,netral,kalo kata bapak wowo jokowi belum cacat bulutangkis salah tu sby soalnya buat arah ekonomi jadi ikut salah salahkan sby
224,netral,charles honoris jokowi bangun indonesia lewat ekonomi kreatif
499,netral,bapak lihat ini bapak jokowi prabowo chillipari sandiuno kaesangp luhut binsar tolong digajih team buat film dokumenter sekeren ini buat nangis dan ngerasa bersalah banget sering lupa cabut casan dan matiin lampu
1392,netral,pembuat memuji kinerja ekonomi di era jokowi kedepan berwujud jokowi
1757,positif,bismillah dilihat dari hasil debat malam ini pasangan prabowo sandi sangat konsen dengan masyarakat diutamakan swasembada pangan harga bahan pokoklistrik bbm turun menciptakan jt lapangan kerja insya allah mantap pilih setuju rt broo pilih
1692,positif,iyalahgak bakalan jadi kok gaji apa mau diambilprabowo sandiuno
725,positif,pertumbuhan ekonomi konsisten tidak ada alasan tidak pilih jokowi lagi
188,netral,bapak prabowo ternyata memiliki jiwa sportif bhw kesalahan kebijakan ekonomi indonesia terjadi puluhan tahun sblm bapak jokowi berkuasacuma sayang partai koalisinya tidak suka bhk ada emosi dengan kejujuran bapak prabowo mengungkap fakta aneh
1376,negatif,bagaimana menurut anda terkait pernyataan prabowo bilang indonesia harus mencontoh perekonomian di china bagaimana analisis underwhat conditionnya terus empirical mechanismnya bagaimana temporal location bagaiamanamohon dijawab ya siapa tau keluar pas uas wkwkwk
822,negatif,ekonomi kita salah arah disalahkn wowo presiden sebelumnya ada banyak presiden seblm bapak jokowi kira siapa dimaksud saya pribadi jelas itu sbyudhoyono ini buktinya sejak dan wowo sudah menyalahkn sby rachlan nashidik agus yudhoyono
1762,netral,catat prabowo sandi tidak akan ambil gajinya selama menjabat sebagai presiden dan wakil presiden sandi okbanget
1462,positif,setuju bang sandi memang paham betul soal ekonomi bapak prabowo paham betul masalah pertahanan dan keamanan pas pokoknya
1295,positif,biar america putihkan gbksebagai bentuk dedikasi atas jokowi aminnkri harga mati
1045,negatif,adegan iconik di debat ke prabowo ekonomi kita terpuruk karena ada elite menguasai dan menikmati kekayaan bangsa ini kyai ma apa bapak termasuk itu prabowo ya saya itu oalahselama ini prabowo lagi ngomongin dirinya sendiri toh hehehe salahkan sby
1568,positif,prabowo dan sandi komit gajinya tidak akan diambil serupiahpun mantap allahu akbar
123,negatif,belum belum ngerti dan belum nyambung tentang pertanyaan ml tapi memang ml tidak nyambung dengan tema beranggarlidah begini belum menonjol tuk djawab dan dibahas awam itu primer no kestabilan harga gizi dan ketersediaannya dari pekebun sndr negara agraris ko sembrang import
381,netral,garagara ketimpangan ekonomi prabowo salahkan para presiden sebelum jokowi menang total debat jkfc paltiwest alvino lulu katerina kwari
1608,negatif,omg sudahlah bahwasanya e sport kayak ekonomi kreatif itu bisa buka peluang buat banyak orang picik amat dah
242,negatif,
140,positif,dengan berpenetrasi prabowo sandi anda pernah beramal selama tahun karena gaji prabowo sandi disumbang untuk dhuafa anak yatim dll bengis balas atas tps
992,positif,penghargaan cupar individu laki terhadap istri tercinta inilah cacat satu alasan primer saya memilih bapak jokowi pada pilpres dan akan memilihnya lagi atas april besok
643,negatif,dermawan ente tujukin tiganya wong cina aseng juga dibanggakan bukan anti aseng mereka pengusaha sukses tidak punya kredit macet beda dengan apa di katakan prabowo sandi apa bila jadi presiden gajinya diderma
225,netral,presiden jokowi dan raja salman menggelar pertemuan bilateral di istana pribadi raja alqasr alkhas minggu sore dalam pertemuan berlangsung selepas jamuan santap siang itu keduanya sepakat akan meningkatkan kerja sama di bidang ekonomi foto dan berita bpmi
1785,netral,harga harga bahan pokok terkendali presiden
